record_id,customer_id,account_id,discrepancy_type,source_table,transaction_amount,currency,contact_type,contact_value,ssn,address_line1,city,zip_code,account_status,outcome,date_of_record
7320,496,490,Transaction on inactive/dormant account,transactions,1060.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/11/2024 2:04
7321,344,1019,Transaction on inactive/dormant account,transactions,209.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/29/2024 15:08
7322,344,1019,Transaction on inactive/dormant account,transactions,1062.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/14/2024 16:37
7323,344,1019,Transaction on inactive/dormant account,transactions,535.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/7/2024 23:30
7324,344,1019,Transaction on inactive/dormant account,transactions,599.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/30/2024 1:48
7325,697,996,Transaction on inactive/dormant account,transactions,1185.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/1/2022 21:21
7326,697,996,Transaction on inactive/dormant account,transactions,74.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/13/2022 11:31
7327,697,996,Transaction on inactive/dormant account,transactions,821.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/18/2024 22:20
7328,697,996,Transaction on inactive/dormant account,transactions,1183.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,11/23/2023 6:01
7329,100,1217,Transaction on inactive/dormant account,transactions,1380.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/5/2024 10:46
7330,100,1217,Transaction on inactive/dormant account,transactions,1744.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/29/2024 3:36
7331,100,1217,Transaction on inactive/dormant account,transactions,481.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/22/2022 12:03
7332,278,286,Transaction on inactive/dormant account,transactions,760.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/21/2024 17:58
7333,278,286,Transaction on inactive/dormant account,transactions,75.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/12/2024 15:55
7334,278,286,Transaction on inactive/dormant account,transactions,882.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/20/2024 21:45
7335,278,286,Transaction on inactive/dormant account,transactions,1866.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/19/2024 18:40
7336,278,286,Transaction on inactive/dormant account,transactions,1086.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/7/2024 18:15
7337,278,286,Transaction on inactive/dormant account,transactions,861.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/6/2024 16:17
7338,278,286,Transaction on inactive/dormant account,transactions,1802.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/3/2024 7:01
7339,278,286,Transaction on inactive/dormant account,transactions,1198.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/31/2024 19:51
7340,372,1253,Transaction on inactive/dormant account,transactions,135.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/3/2022 15:06
7341,372,1253,Transaction on inactive/dormant account,transactions,1177.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/10/2023 13:42
7342,372,1253,Transaction on inactive/dormant account,transactions,1214.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/13/2023 18:07
7343,859,647,Transaction on inactive/dormant account,transactions,1355.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/11/2023 7:00
7344,859,647,Transaction on inactive/dormant account,transactions,1299.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/19/2024 8:55
7345,859,647,Transaction on inactive/dormant account,transactions,999.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/4/2023 6:56
7346,859,647,Transaction on inactive/dormant account,transactions,486.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/17/2024 2:02
7347,859,647,Transaction on inactive/dormant account,transactions,17.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/20/2024 2:08
7348,848,245,Transaction on inactive/dormant account,transactions,1400.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/1/2024 19:46
7349,848,245,Transaction on inactive/dormant account,transactions,664.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/3/2024 15:27
7350,709,2443,Transaction on inactive/dormant account,transactions,820.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/30/2024 11:17
7351,709,2443,Transaction on inactive/dormant account,transactions,1484.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/28/2024 5:39
7352,709,2443,Transaction on inactive/dormant account,transactions,836.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 6:22
7353,709,2443,Transaction on inactive/dormant account,transactions,83.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/11/2024 3:29
7354,709,2443,Transaction on inactive/dormant account,transactions,342.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/26/2024 12:47
7355,709,2443,Transaction on inactive/dormant account,transactions,70.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/12/2024 20:27
7356,709,2443,Transaction on inactive/dormant account,transactions,609.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/14/2024 16:21
7357,709,2443,Transaction on inactive/dormant account,transactions,982.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/4/2024 11:21
7358,709,2443,Transaction on inactive/dormant account,transactions,1768.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/7/2024 18:28
7359,948,1949,Transaction on inactive/dormant account,transactions,1443.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/1/2024 4:17
7360,948,1949,Transaction on inactive/dormant account,transactions,1823.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/2/2024 12:02
7361,948,1949,Transaction on inactive/dormant account,transactions,637.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/24/2024 4:32
7362,948,1949,Transaction on inactive/dormant account,transactions,1708.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/23/2023 3:24
7363,948,1949,Transaction on inactive/dormant account,transactions,1509.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/26/2024 7:18
7364,590,2316,Transaction on inactive/dormant account,transactions,111.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/15/2024 20:18
7365,590,2316,Transaction on inactive/dormant account,transactions,286.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/13/2023 5:31
7366,590,2316,Transaction on inactive/dormant account,transactions,922.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/10/2024 22:29
7367,590,2316,Transaction on inactive/dormant account,transactions,1045.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/6/2024 2:00
7368,786,2127,Transaction on inactive/dormant account,transactions,158.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/19/2024 17:25
7369,786,2127,Transaction on inactive/dormant account,transactions,184.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/20/2024 14:50
7370,786,2127,Transaction on inactive/dormant account,transactions,16.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/14/2024 1:26
7371,786,2127,Transaction on inactive/dormant account,transactions,1066.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/30/2024 22:21
7372,786,2127,Transaction on inactive/dormant account,transactions,286.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/4/2024 8:45
7373,786,2127,Transaction on inactive/dormant account,transactions,1248.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/3/2024 7:09
7374,786,2127,Transaction on inactive/dormant account,transactions,1969.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/17/2024 1:42
7375,786,2127,Transaction on inactive/dormant account,transactions,554.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/15/2024 2:46
7376,786,2127,Transaction on inactive/dormant account,transactions,456.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/13/2024 21:38
7377,786,2127,Transaction on inactive/dormant account,transactions,1876.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/24/2024 10:59
7378,786,2127,Transaction on inactive/dormant account,transactions,1256.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/10/2024 13:40
7379,479,1692,Transaction on inactive/dormant account,transactions,1529.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/28/2023 14:42
7380,479,1692,Transaction on inactive/dormant account,transactions,1858.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/23/2024 21:07
7381,479,1692,Transaction on inactive/dormant account,transactions,1824.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/28/2023 2:48
7382,479,1692,Transaction on inactive/dormant account,transactions,1306.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/5/2024 13:45
7383,807,1005,Transaction on inactive/dormant account,transactions,136.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/6/2024 12:01
7384,807,1005,Transaction on inactive/dormant account,transactions,985.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/26/2024 22:12
7385,807,1005,Transaction on inactive/dormant account,transactions,1613.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/26/2024 5:05
7386,807,1005,Transaction on inactive/dormant account,transactions,1095.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/26/2024 16:44
7387,807,1005,Transaction on inactive/dormant account,transactions,116.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/4/2024 18:16
7388,355,5,Transaction on inactive/dormant account,transactions,1679.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/6/2023 10:45
7389,355,5,Transaction on inactive/dormant account,transactions,1367.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/13/2024 22:09
7390,355,5,Transaction on inactive/dormant account,transactions,263.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/15/2022 19:08
7391,355,5,Transaction on inactive/dormant account,transactions,1179.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/7/2023 20:51
7392,355,5,Transaction on inactive/dormant account,transactions,1829.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/11/2024 3:03
7393,355,5,Transaction on inactive/dormant account,transactions,1716.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/25/2023 2:04
7394,346,2433,Transaction on inactive/dormant account,transactions,631.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 1:42
7395,346,2433,Transaction on inactive/dormant account,transactions,1267.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 2:51
7396,346,2433,Transaction on inactive/dormant account,transactions,531.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 21:34
7397,346,2433,Transaction on inactive/dormant account,transactions,1647.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 17:56
7398,346,2433,Transaction on inactive/dormant account,transactions,1343.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/7/2024 13:44
7399,346,2433,Transaction on inactive/dormant account,transactions,1451.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 6:19
7400,346,2433,Transaction on inactive/dormant account,transactions,1694.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/10/2024 17:47
7401,346,2433,Transaction on inactive/dormant account,transactions,1801.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/8/2024 5:31
7402,346,2433,Transaction on inactive/dormant account,transactions,1651.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 17:04
7403,346,2433,Transaction on inactive/dormant account,transactions,1843.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 21:50
7404,658,1593,Transaction on inactive/dormant account,transactions,674.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/1/2021 9:54
7405,658,1593,Transaction on inactive/dormant account,transactions,326.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/20/2023 11:44
7406,658,1593,Transaction on inactive/dormant account,transactions,302.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/13/2021 1:13
7407,658,1593,Transaction on inactive/dormant account,transactions,321.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/16/2022 3:22
7408,658,1593,Transaction on inactive/dormant account,transactions,1806.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/4/2024 21:24
7409,604,2169,Transaction on inactive/dormant account,transactions,1515.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/16/2023 1:30
7410,604,2169,Transaction on inactive/dormant account,transactions,1875.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,11/23/2022 13:22
7411,604,2169,Transaction on inactive/dormant account,transactions,1650.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/18/2024 12:33
7412,604,2169,Transaction on inactive/dormant account,transactions,1088.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/11/2024 12:00
7413,604,2169,Transaction on inactive/dormant account,transactions,1703.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/12/2022 14:02
7414,519,1174,Transaction on inactive/dormant account,transactions,1347.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/21/2023 19:54
7415,519,1174,Transaction on inactive/dormant account,transactions,1903.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/4/2021 14:22
7416,519,1174,Transaction on inactive/dormant account,transactions,170.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/17/2023 11:21
7417,843,1055,Transaction on inactive/dormant account,transactions,1571.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/11/2024 8:25
7418,843,1055,Transaction on inactive/dormant account,transactions,1305.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/19/2024 18:49
7419,843,1055,Transaction on inactive/dormant account,transactions,1763.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/7/2024 11:03
7420,843,1055,Transaction on inactive/dormant account,transactions,1078.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/22/2024 2:53
7421,843,1055,Transaction on inactive/dormant account,transactions,1586.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/28/2024 3:25
7422,871,602,Transaction on inactive/dormant account,transactions,1273.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/11/2024 5:02
7423,871,602,Transaction on inactive/dormant account,transactions,278.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,11/13/2021 11:56
7424,871,602,Transaction on inactive/dormant account,transactions,958.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/22/2023 6:53
7425,871,602,Transaction on inactive/dormant account,transactions,136.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/26/2023 6:19
7426,221,631,Transaction on inactive/dormant account,transactions,1688.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/27/2024 6:06
7427,221,631,Transaction on inactive/dormant account,transactions,779.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/4/2024 20:20
7428,990,2121,Transaction on inactive/dormant account,transactions,455.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/3/2024 20:21
7429,990,2121,Transaction on inactive/dormant account,transactions,249.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/13/2024 5:39
7430,990,2121,Transaction on inactive/dormant account,transactions,483.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/1/2023 21:49
7431,990,2121,Transaction on inactive/dormant account,transactions,1045.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/26/2023 6:57
7432,246,1916,Transaction on inactive/dormant account,transactions,1577.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/10/2024 9:05
7433,246,1916,Transaction on inactive/dormant account,transactions,220.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/13/2024 16:04
7434,246,1916,Transaction on inactive/dormant account,transactions,38.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 21:12
7435,246,1916,Transaction on inactive/dormant account,transactions,965.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/13/2024 17:41
7436,246,1916,Transaction on inactive/dormant account,transactions,359.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/10/2024 3:04
7437,246,1916,Transaction on inactive/dormant account,transactions,1776.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/10/2024 15:59
7438,246,1916,Transaction on inactive/dormant account,transactions,1308.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/12/2024 22:39
7439,615,1736,Transaction on inactive/dormant account,transactions,1116.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/20/2024 22:45
7440,615,1736,Transaction on inactive/dormant account,transactions,1223.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/21/2024 19:31
7441,615,1736,Transaction on inactive/dormant account,transactions,1835.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/20/2024 14:38
7442,615,1736,Transaction on inactive/dormant account,transactions,1286.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/2/2024 5:57
7443,615,1736,Transaction on inactive/dormant account,transactions,1436.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/23/2023 19:44
7444,615,1736,Transaction on inactive/dormant account,transactions,968.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/11/2024 6:00
7445,615,1736,Transaction on inactive/dormant account,transactions,58.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/6/2024 17:26
7446,772,1265,Transaction on inactive/dormant account,transactions,791.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/25/2024 9:31
7447,772,1265,Transaction on inactive/dormant account,transactions,1947.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/21/2024 21:56
7448,772,1265,Transaction on inactive/dormant account,transactions,783.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/2/2024 6:36
7449,772,1265,Transaction on inactive/dormant account,transactions,1058.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/22/2024 12:36
7450,772,1265,Transaction on inactive/dormant account,transactions,838.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/9/2024 3:41
7451,18,341,Transaction on inactive/dormant account,transactions,1364.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/10/2023 13:09
7452,18,341,Transaction on inactive/dormant account,transactions,816.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/21/2022 22:14
7453,18,341,Transaction on inactive/dormant account,transactions,549.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/3/2023 14:16
7454,18,341,Transaction on inactive/dormant account,transactions,1802.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/19/2023 3:32
7455,790,2025,Transaction on inactive/dormant account,transactions,741.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/25/2023 8:40
7456,790,2025,Transaction on inactive/dormant account,transactions,520.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/23/2022 14:55
7457,790,2025,Transaction on inactive/dormant account,transactions,1768.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/12/2023 17:05
7458,790,2025,Transaction on inactive/dormant account,transactions,1314.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,2/13/2023 1:57
7459,790,2025,Transaction on inactive/dormant account,transactions,1940.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,11/5/2022 17:11
7460,790,2025,Transaction on inactive/dormant account,transactions,981.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,11/2/2022 13:14
7461,790,2025,Transaction on inactive/dormant account,transactions,421.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/30/2022 17:17
7462,504,1160,Transaction on inactive/dormant account,transactions,573.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 14:08
7463,504,1160,Transaction on inactive/dormant account,transactions,1132.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/13/2024 1:09
7464,504,1160,Transaction on inactive/dormant account,transactions,1626.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/11/2024 22:18
7465,504,1160,Transaction on inactive/dormant account,transactions,702.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/12/2024 17:31
7466,504,1160,Transaction on inactive/dormant account,transactions,121.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/9/2024 4:02
7467,504,1160,Transaction on inactive/dormant account,transactions,275.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/14/2024 4:36
7468,49,2216,Transaction on inactive/dormant account,transactions,917.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/1/2024 11:33
7469,49,2216,Transaction on inactive/dormant account,transactions,543.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/14/2024 23:29
7470,630,774,Transaction on inactive/dormant account,transactions,258.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/3/2024 5:05
7471,630,774,Transaction on inactive/dormant account,transactions,324.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/1/2024 13:11
7472,630,774,Transaction on inactive/dormant account,transactions,1983.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/1/2024 0:31
7473,248,437,Transaction on inactive/dormant account,transactions,1366.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/17/2022 1:22
7474,441,1826,Transaction on inactive/dormant account,transactions,1859.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/13/2024 8:33
7475,441,1826,Transaction on inactive/dormant account,transactions,1086.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/4/2024 3:26
7476,441,1826,Transaction on inactive/dormant account,transactions,1433.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/31/2024 5:47
7477,441,1826,Transaction on inactive/dormant account,transactions,233.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/28/2024 19:59
7478,193,1699,Transaction on inactive/dormant account,transactions,1443.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/22/2023 0:10
7479,193,1699,Transaction on inactive/dormant account,transactions,1719.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/11/2023 2:53
7480,193,1699,Transaction on inactive/dormant account,transactions,295.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,7/25/2023 9:02
7481,193,1699,Transaction on inactive/dormant account,transactions,1104.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/1/2022 14:02
7482,193,1699,Transaction on inactive/dormant account,transactions,1863.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/7/2024 11:45
7483,383,1135,Transaction on inactive/dormant account,transactions,72.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/22/2021 6:37
7484,383,1135,Transaction on inactive/dormant account,transactions,573.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/26/2021 4:59
7485,383,1135,Transaction on inactive/dormant account,transactions,544.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/19/2024 23:04
7486,383,1135,Transaction on inactive/dormant account,transactions,1414.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/13/2020 1:08
7487,383,1135,Transaction on inactive/dormant account,transactions,409.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/29/2022 1:14
7488,383,1135,Transaction on inactive/dormant account,transactions,512.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/7/2024 23:17
7489,383,1135,Transaction on inactive/dormant account,transactions,1946.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/14/2024 21:05
7490,383,1135,Transaction on inactive/dormant account,transactions,1691.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,12/13/2021 6:14
7491,321,935,Transaction on inactive/dormant account,transactions,541.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,6/6/2024 0:04
7492,321,935,Transaction on inactive/dormant account,transactions,532.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/16/2023 1:56
7493,321,935,Transaction on inactive/dormant account,transactions,1547.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,9/19/2024 20:35
7494,321,935,Transaction on inactive/dormant account,transactions,487.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,5/6/2024 13:14
7495,321,935,Transaction on inactive/dormant account,transactions,851.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,3/14/2024 0:02
7496,589,1281,Transaction on inactive/dormant account,transactions,1389.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,8/12/2024 17:25
7497,589,1281,Transaction on inactive/dormant account,transactions,1843.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,10/8/2024 19:00
7498,589,1281,Transaction on inactive/dormant account,transactions,1676.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,1/17/2024 14:33
7499,589,1281,Transaction on inactive/dormant account,transactions,77.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dormant,fraud,4/3/2024 19:37
